file	length_offset	text_offset	stored_length	byte_length	source	translation	scene	ns_filtered_index	pc_file	pc_string_index	alignment_status	alignment_reason
Script/scr1010.binu8	31432	31436	65	64	少女は@r瞑目@めいもく@し、朗々と祈りを紡ぐ。	少女闭上双眼，朗声祷告。	1010	56	1010.gsc	65	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	31501	31505	100	99	日が昇るごとに唱えて、すでに呼吸と同じくらい、唇に馴染んだ言葉だ。	那是每当日出都会咏唱的，犹如呼吸一般，能脱口而出的话语。	1010	57	1010.gsc	66	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	31605	31609	91	90	けれど、魂に刻む大切な教えとして、決しておろそかにはしない。	但是，作为铭刻于灵魂的重要教诲，是绝不可敷衍的。	1010	58	1010.gsc	67	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	31700	31704	175	174	静かな@r音韻@おんいん@に熱を込め、ひとつひとつの言葉を@r楔@くさび@に変えて、自らの胸に打ちこむつもりで@r譜@そら@んじた。	给冷静的声音注入感情，像是想将每个字都化作楔子钉入胸膛一般诵读。	1010	59	1010.gsc	68	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	31879	31883	75	74	@vv10003「汝、その土を穢れの雨に打たせることなかれ」	@vv10003「汝，莫使秽雨浸打此地」	1010	60	1010.gsc	70	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	31958	31962	75	74	@vv10004「種蒔けど、悪しき種を芽吹かせることなかれ」	@vv10004「纵已播植，莫使恶种发芽」	1010	61	1010.gsc	72	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	32037	32041	81	80	@vv10005「根を張れど、葉をつけど、欲に溺れることなかれ」	@vv10005「纵已生根长叶，莫使欲望熏心」	1010	62	1010.gsc	74	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	32122	32126	158	157	窓から射しこむ淡い光が、深く頭を垂れる少女の姿を縁取り、@r殉教@じゅんきょう@の像のように浮かび上がらせる。	从窗外射进来的淡淡光线，勾勒出深低下头的少女的轮廓，如殉教者之像般浮现。	1010	63	1010.gsc	75	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	32284	32288	84	83	@vv10006「手と足に鎖を、その髪にいばらを、内なる獣に鞭を」	@vv10006「予手足以镣锁，予发首以荆冠，予心兽以鞭笞」	1010	64	1010.gsc	77	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	32372	32376	91	90	少女は深く息を吸い、最後の一言をことさら重々しく吐きだした。	少女深深吸气，更加庄重地诵出最后一句话。	1010	65	1010.gsc	78	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1010.binu8	32467	32471	72	71	@vv10007「汝、花園にありて、花を手折ることなかれ」	@vv10007「汝，身处此园，莫折其花」	1010	66	1010.gsc	80	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	84973	84977	76	75	あえかな朝の光が、ようやく庭園の薔薇たちに届いた。	朦胧的晨曦终于照亮了庭院中的蔷薇。	1020	0	1020.gsc	0	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85053	85057	198	197	花弁は朝露をまとって絹のような光沢を帯び、ほとんど完璧な@r均衡@きんこう@で開いている。その周辺を、艶やかな深緑の@r鋸葉@のこば@が飾る。	花瓣身披朝露，闪烁着如丝绸般的光泽，盛放的姿态近乎完美的对称。艳丽的深绿锯叶装饰着周围。	1020	1	1020.gsc	1	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85255	85259	216	215	ひとつひとつの花は華やかだが、どこか@r黙祷@もくとう@めいた@r厳粛@げんしゅく@さが漂うのは、あまりに整然と並んだ光景が葬列を想起させるからだろうか。	一朵朵鲜花虽皆华艳，但总感觉有股默哀般的肃穆感，是因为它们整然并列的光景让人联想到送葬的行列吗。	1020	2	1020.gsc	2	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85475	85479	115	114	それとも、そよとも吹かない風のせいで、葉擦れの音すらも届かないからだろうか。	亦或者，是不曾拂过的微风作祟，让落叶飘零声都无法传达吗。	1020	3	1020.gsc	3	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85594	85598	149	148	@r喩@たと@えようもない濃密な香気だけが、言葉のかわりのように、早朝の澄みきった大気を染めかえている。	只有难以言喻的浓密香气，替代了言语，浸染了清晨纯澈的空气。	1020	4	1020.gsc	4	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85772	85776	27	26	@vv20101「…………」	@vv20101「…………」	1020	5	1020.gsc	6	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85803	85807	70	69	重厚な色彩の中に、不意に蜂蜜色の輝きが現れた。	在厚重的色彩中，忽然出现了一抹蜂蜜色的光辉。	1020	6	1020.gsc	7	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	85877	85881	215	214	緩い@r螺旋@らせん@を描く、豊かな髪だ。それはまだ淡い朝の光を昂然と弾きながら、少女の優雅な所作にあわせて複雑にうねり、肢体を飾ってまとわりつく。	那是一头蓬松浓密的螺旋长发。淡淡晨光跃然其上，随少女傲然而又优雅的举止繁复地波动，缠饰着她的身躯。	1020	7	1020.gsc	8	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86096	86100	152	151	少女は、薔薇の葬列を見渡しながら、数段に渡って@r設@しつら@えられた花壇の頂点を目指して歩を進めている。	少女一边环视着蔷薇的葬列，一边朝着设置在数层之上的花坛顶点迈步。	1020	8	1020.gsc	9	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86252	86256	109	108	その華麗な姿は、未だ薄暗い庭園に、光を灯してまわっているようにも見えた。	那华丽的身姿鲜明耀眼，仍有些昏暗的庭院都似乎被其照亮。	1020	9	1020.gsc	10	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86385	86389	45	44	@vv90101「見て、アヴェルラ様よ」	@vv90101「快看，是阿薇拉小姐哦」	1020	10	1020.gsc	12	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86454	86458	90	89	@vv91101「いつ見てもお美しいわね。どこにいたって絵のようだわ」	@vv91101「无论什么时候看都很美。不管身在何处都像画一般啊」	1020	11	1020.gsc	14	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86548	86552	154	153	花壇のふもとを通りかかった生徒たちが、少女──アヴェルラの姿を認めると、ため息混じりに囁きを交わした。	经过花坛脚下的学生们认出了阿薇拉的身姿，交头接耳地感叹起来。	1020	12	1020.gsc	15	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86706	86710	145	144	惹かれてはいるが、近づきがたい。生徒たちの足は、そんな意思を宿して、舗装路に縫い止められている。	被其吸引，却难以接近。学生们的步伐寄宿着这般的意志，驻足在柏油路上。	1020	13	1020.gsc	16	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86855	86859	70	69	アヴェルラはまさに、美しい薔薇のような存在だ。	阿薇拉，正是犹如蔷薇般美丽的存在。	1020	14	1020.gsc	17	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	86929	86933	145	144	眺めている分には美しいが、いざ手を伸ばしたら──と考えると、棘の刺さる痛みを予感して身がすくむ。	远观欣赏的话自然美丽，但若想亵玩──仅是被刺痛的预感就会让人不寒而栗。	1020	15	1020.gsc	18	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87078	87082	96	95	@vv90102「やっぱり、エヴァーメイデンに選ばれるのはきっとあの方よ」	@vv90102「果然，能被选中为@r永恒少女@Ｅｖｅｒ　Ｍａｉｄｅｎ@的人一定是她吧」	1020	16	1020.gsc	20	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87178	87182	54	53	@vv91102「ええ、間違いないでしょうね」	@vv91102「嗯，肯定没错的」	1020	17	1020.gsc	22	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87236	87240	141	140	@r安@・@@r全@・@な立ち位置から憧憬のまなざしを送りながら、ふたりの生徒がうっとりと会話を交わす。	两名学生一边在@r安全@··@的位置投去憧憬的目光，一边交谈着彼此对阿薇拉的倾慕。	1020	18	1020.gsc	23	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87381	87385	143	142	その@r傍@かたわ@らでは、もうひとりの生徒が青白い顔をして、痛みに備えるように拳を握りしめていた。	在她们旁边，另一名学生脸色苍白，像要防备疼痛一般紧紧握拳。	1020	19	1020.gsc	24	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87548	87552	129	128	@vv93101「ああ、どうしよう。アヴェルラ様、さっきからずっと私の薔薇の前にいらっしゃるの」	@vv93101「啊啊，怎么办。阿薇拉小姐从刚才开始就一直站在我的蔷薇前」	1020	20	1020.gsc	26	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87681	87685	57	56	@vv90103「あら。お眼鏡に適うといいわね」	@vv90103「啊啦。要是能受到她的赏识就好了呢」	1020	21	1020.gsc	28	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87742	87746	93	92	@vv91103「どうかしら。なかなかに難しいお顔のようにも見えるけど」	@vv91103「会是怎样呢。看她的表情好像不是很开心的样子」	1020	22	1020.gsc	30	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87850	87854	42	41	@vv93102「……アヴェルラ様！」	@vv93102「……阿薇拉小姐！」	1020	23	1020.gsc	32	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	87896	87900	130	129	友人たちの気楽な囁きの渦から、顔をこわばらせた生徒が進み出て、アヴェルラに声をかけた。	在朋友们轻松的窃窃私语中，脸色僵硬的学生走上前来，向阿薇拉搭话。	1020	24	1020.gsc	33	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88030	88034	151	150	決意に溢れた足取りだったが、アヴェルラの真紅の瞳に出会った瞬間、歩き方を忘れたように止まってしまう。	虽然步伐彰显着决心，但一与阿薇拉的赤红双眸对视，就如忘记了走路方法一样止步不前了。	1020	25	1020.gsc	34	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88205	88209	33	32	@vv20102「……おはよう」	@vv20102「……早上好」	1020	26	1020.gsc	36	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88242	88246	57	56	@vv93103「お……おはようございます……」	@vv93103「早……早上好……」	1020	27	1020.gsc	38	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88303	88307	91	90	かすれた声で返しながら、生徒は力の抜けた足をぐっと踏み直す。	那名学生一边用沙哑的声音回答着，一边迈出千斤重的脚。	1020	28	1020.gsc	39	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88398	88402	138	137	@vv93104「あの……アヴェルラ様。その薔薇に、なにかお気に召さない点でもありましたでしょうか？」	@vv93104「那个……阿薇拉小姐。您对那朵蔷薇，有什么不满意的地方吗？」	1020	29	1020.gsc	41	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88540	88544	57	56	@vv20103「これはあなたが咲かせたもの？」	@vv20103「这是你的花？」	1020	30	1020.gsc	43	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88601	88605	27	26	@vv93105「は、はい」	@vv93105「是、是的」	1020	31	1020.gsc	45	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88632	88636	27	26	@vv20104「そう……」	@vv20104「这样啊……」	1020	32	1020.gsc	47	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88681	88685	158	157	アヴェルラはふつりと言葉を切って、再び視線を薔薇の上に落とす。金色の長い睫毛が、赤い瞳を@r煙@けぶ@らせる。	阿薇拉忽然闭口不言，再度将视线落到蔷薇上。金色的长睫毛使赤红的眼眸朦胧不清。	1020	33	1020.gsc	48	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88843	88847	122	121	生徒の胸の奥の天秤は、恐怖と陶酔の@r多寡@たか@を測りかねて、せわしなく揺れ動いた。	学生内心深处的天平，难以分出恐怖和陶醉的重量几何，不断摇摆着。	1020	34	1020.gsc	49	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	88969	88973	121	120	@vv20105「@r鋸葉@のこば@が深いのは好ましいわ。けれど花弁は、ほんの少しだけ不揃いね」	@vv20105「我喜欢这种锯叶的深烈。不过花瓣的话，就有点不整齐了呢」	1020	35	1020.gsc	51	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89094	89098	84	83	@vv20106「薔薇という花は世界の象徴。均衡に気を配りなさい」	@vv20106「蔷薇是世界的象征。请注意保持均整」	1020	36	1020.gsc	53	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89182	89186	30	29	@vv93106「は……はい」	@vv93106「是……是」	1020	37	1020.gsc	55	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89216	89220	113	112	花弁の均整には自信があったが、アヴェルラの目には@r瑕疵@かし@があったようだ。	虽然她对自己花瓣的匀整很有自信，但在阿薇拉的眼中仍有瑕疵。	1020	38	1020.gsc	56	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89333	89337	151	150	しかし落胆よりも安堵のほうが大きかった。覚悟していたよりもずっと穏当でありきたりな指摘だったからだ。	但比起沮丧还是安心感更强烈。因为这是要比预想中温和很多的普通的指摘。	1020	39	1020.gsc	57	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89488	89492	57	56	@vv93107「ご忠告痛みいります。……あっ」	@vv93107「对您的忠告不胜惶恐。……啊」	1020	40	1020.gsc	59	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89549	89553	115	114	しかし生徒は、つかの間の安堵から一転、うわずった小さな声をあげる羽目になる。	但是那名学生随即从瞬间的安心，一转陷入只能发出小声尖叫的窘境。	1020	41	1020.gsc	60	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89668	89672	95	94	アヴェルラがすっと身を屈め、@r件@くだん@の薔薇に顔を寄せたのだ。	阿薇拉突然俯下身，将脸贴近那朵蔷薇。	1020	42	1020.gsc	61	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89767	89771	151	150	まさにもうひとつの花弁のように艶やかな赤い唇が、花に触れるか触れないかの位置まで近づいた、その瞬間。	艳丽的红唇如同另一片花瓣般，靠近到与花朵若即若离的位置，就在那个瞬间。	1020	43	1020.gsc	62	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	89933	89937	106	105	この日はじめての微風があたりをそよがせて、薔薇が身悶えるように揺れた。	这一天的第一缕微风轻拂而过，蔷薇摇曳起身体。	1020	44	1020.gsc	63	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90043	90047	110	109	その拍子に、唇と花弁が重なった──@n@p少なくとも、生徒の目にはそう見えた。	就在那一瞬间，嘴唇与花瓣重叠在了一起──@n@p至少，在那名学生眼中是如此。	1020	45			manual-direct-v3	v3 status=review-jp similarity=0.679245; translated from NS source
Script/scr1020.binu8	90157	90161	151	150	生徒は、アヴェルラの唇の柔らかな手応えを、自らの手の甲で受けたような気がして、ゾクリと身をすくめる。	就像手背上也感受到了阿薇拉嘴唇的柔软触感，学生的身体一阵颤栗。	1020	46	1020.gsc	66	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90312	90316	123	122	@vv20107「ただ、香りは悪くないわ。もう少し控えめにしたほうが上品かもしれないけれど」	@vv20107「不过，香味还挺不错的。再稍微低调一些可能就更加上品了」	1020	47	1020.gsc	68	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90439	90443	57	56	@vv93108「あ……ありがとうござい、ます」	@vv93108「非……非常感谢」	1020	48	1020.gsc	70	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90500	90504	173	172	自分でも@r滑稽@こっけい@に思うほどぎこちない返答だったが、アヴェルラは身を起こしながら、柔らかな微笑を浮かべている。	就算是连学生自己都觉得滑稽可笑的笨拙回答，但阿薇拉还是带着柔和的微笑直起身来。	1020	49	1020.gsc	71	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90677	90681	75	74	@vv20108「いいお返事ね。次に咲かせる花も楽しみだわ」	@vv20108「不错的回答呢。期待你下一次绽放的花」	1020	50	1020.gsc	73	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90756	90760	42	41	@vv20109「では、ごきげんよう」	@vv20109「那么，贵安」	1020	51	1020.gsc	75	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90802	90806	92	91	去っていくアヴェルラを、生徒は@r惚@ほう@けた顔をして見送った。	学生带着恍惚的表情目送着阿薇拉离去。	1020	52	1020.gsc	76	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	90898	90902	115	114	その頬は先ほどの青白さから一点、薔薇から色をもらったかのように紅潮している。	她的脸颊比起刚才的苍白多了一丝红晕，仿佛从蔷薇处取得了颜色。	1020	53	1020.gsc	77	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91017	91021	84	83	@vv90104「やるじゃない！　アヴェルラ様に認められるなんて」	@vv90104「有你的嘛！能被阿薇拉小姐认可」	1020	54	1020.gsc	79	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91105	91109	164	163	いつまでも置き物のように突っ立っているその背を、友人が手荒く叩く。返ってきたのは@r胡乱@うろん@な呻き声だった。	一直僵直着的背被朋友随意拍打。回应朋友的是混乱的呻吟声。	1020	55	1020.gsc	80	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91273	91277	135	134	@vv91104「アヴェルラ様があんなにご機嫌になるなんて、めったにないことよ。もっと喜びなさいよ」	@vv91104「阿薇拉小姐居然会那么开心，这可很难得哦。你再高兴点啊」	1020	56	1020.gsc	82	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91412	91416	78	77	@vv93109「え、ええ……。頭がぼうっとしてしまって……」	@vv93109「嗯，嗯……。我脑子愣住了……」	1020	57	1020.gsc	84	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91494	91498	114	113	@vv90105「あなた、目を開けて夢を見ているような顔をしてるわ。無理もないけどね」	@vv90105「你呀，一副做了白日梦的样子呢。虽然也不奇怪就是了」	1020	58	1020.gsc	86	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91612	91616	88	87	そうからかう友人たちの瞳には、色濃い羨望が揺らめいていた。	那些调侃着她的朋友们的眼中，荡漾着深深的羡慕之色。	1020	59	1020.gsc	87	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91704	91708	76	75	図書館には、時から取り残されたような静寂があった。	图书馆中一片寂静，仿佛被时光所遗忘。	1020	60	1020.gsc	88	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91784	91788	162	161	外と内、二重の円形に@r聳@そび@える壁には、本棚がぎっしりと@r設@しつら@えられており、来訪者に圧しかかるようだ。	外与内，耸立着两重圆形墙壁，其上陈设着密密麻麻的书架，压迫着来访者。	1020	61	1020.gsc	89	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	91950	91954	142	141	書棚には、その内に膨大な言葉を呑みこんだ書物たちが、しかつめらしい表題だけを掲げて並んでいる。	饱含知识的书籍只露出书脊的标题，一板一眼地排放在架内。	1020	62	1020.gsc	90	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92110	92114	27	26	@vv30101「…………」	@vv30101「…………」	1020	63	1020.gsc	92	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92141	92145	145	144	夜が明けるや否や図書室を訪れた、ただひとりの客人も、端正な唇を引き結んで言葉を発することはない。	天刚亮就到访了图书室的唯一的客人，也紧闭着她端庄的双唇一言不发。	1020	64	1020.gsc	93	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92290	92294	91	90	深い静寂にただひとつ響くのは、紙と紙とがこすれあう音だけだ。	在深沉的寂静中唯一响起的是书页摩擦的声音。	1020	65	1020.gsc	94	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92396	92400	115	114	頁をめくるついでに、すんなりと伸びた白い指が、燃えるような赤毛をかきあげる。	在翻阅时，她那修长白皙的手指顺手撩起那燃烧般的红发。	1020	66	1020.gsc	95	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92515	92519	130	129	高い位置に退けられた毛束は、しかしすぐにずり下がって、思索に沈む頬に尖った影を落とす。	被推到高处的鬓发很快就滑落下来，在陷入思索的脸颊上映出尖尖的阴影。	1020	67	1020.gsc	96	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92649	92653	160	159	けれども少女は、未練がましい髪の毛に、もうそれ以上構おうとはしない。その視線は、ただひたすらに文字を追う。	少女不再理会那恋恋不舍的鬓发。她的视线只是专注地追逐着文字。	1020	68	1020.gsc	97	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92813	92817	154	153	炎の最も明るいところを凝集させたような金色の瞳は、紙面が焦げかねないほどの激しい好奇の熱を帯びている。	那凝集了火焰最明亮部分的金色眼眸，带着仿佛要将纸面烧焦般的强烈好奇心。	1020	69	1020.gsc	98	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	92971	92975	136	135	書架用の脚立に腰をかけて、足を無造作に投げ出した姿勢は、お世辞にも行儀が良いとは言い難い。	她坐在书架用的梯凳上，双脚漫不经心随意伸出，再怎么恭维也很难说符合礼仪。	1020	70	1020.gsc	99	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93111	93115	163	162	しかし、均整のとれた長身のせいか、あるいは知的な横顔のせいか、奔放ながらどこか気高さを感じさせる光景だった。	但不知道是因为她匀称的身材，还是因为她知性的侧脸，这副光景虽然奔放不羁却又莫名显得高贵。	1020	71	1020.gsc	100	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93278	93282	175	174	やがて時間とともに図書室を訪れる者が増え、紙の音や低い囁きが静けさを汚しても、少女は依然として深い集中に沈んでいた。	随着时间的流逝，访问图书室的人增加了，即使寂静被纸页声和窃窃私语所破坏，少女依然沉浸在专注之中。	1020	72	1020.gsc	101	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93457	93461	100	99	と──そこに足音とともに人影が訪れて、少女の眺める紙面を陰らせた。	直到──一个人影伴随着脚步声来访，遮挡了少女所看的书页。	1020	73	1020.gsc	102	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93581	93585	42	41	@vv40101「あ、あの……ロビン」	@vv40101「那、那个……萝宾」	1020	74	1020.gsc	104	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93627	93631	94	93	呼び声は遠慮に満ちていたが、ロビンは苦々しい思いで目を細める。	尽管这呼唤充满了顾虑，但萝宾还是痛苦地眯起了眼睛。	1020	75	1020.gsc	105	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93725	93729	121	120	どれだけ気遣いに溢れていようと、本との対話に割りこむ人間は、許しがたい邪魔者だ。	不管是出于怎样的关心，任何打断萝宾与书本对话的人，都是难以原谅的妨碍者。	1020	76	1020.gsc	106	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93850	93854	30	29	@vv30102「……何か？」	@vv30102「……有何贵干？」	1020	77	1020.gsc	108	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	93884	93888	154	153	紙面に目を落としたままぶっきらぼうに応じる。ロビンの不機嫌を察知した相手が、軽く息を呑んだ気配がした。	萝宾目不转睛地盯着纸面，粗鲁地回应。察觉到萝宾不高兴的对方，轻轻倒吸了一口气。	1020	78	1020.gsc	109	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94042	94046	166	165	それでも、その場を去るつもりはないらしい。ロビンの上に落ちた影が身じろいで、わずかに声を震わせながら、続ける。	尽管如此，她似乎仍旧不打算离开。落在萝宾身上的影子轻轻颤动，连着声音也在颤抖着继续说。	1020	79	1020.gsc	110	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94212	94216	129	128	@vv40102「邪魔してしまってごめんなさい。少しだけ手を貸してほしいの。本を探していて……」	@vv40102「很抱歉打扰你了。但我需要你帮一点忙。我在找一本书……」	1020	80	1020.gsc	112	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94345	94349	48	47	@vv30103「本当に悪いと思ってる？」	@vv30103「你真的有觉得抱歉吗？」	1020	81	1020.gsc	114	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94397	94401	61	60	ロビンは本から顔を上げ、相手を見つめた。	萝宾抬起头，凝视着对方。	1020	82	1020.gsc	115	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94462	94466	142	141	最初に声をかけられた時から──いや、控えめな足音が近づいてきた時から、誰なのかはわかっていた。	从最初的搭话开始──不，从收敛着的脚步声靠近的那一刻起，她就知道是谁了。	1020	83	1020.gsc	116	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94608	94612	166	165	キャナリーはいつも、こんなふうに慎ましい態度で、ロビンの集中を乱しにくるのだ。本人が望んだわけではないにせよ。	卡娜莉总是以这种慎重的态度来扰乱萝宾的注意力。尽管她本人并非此意。	1020	84	1020.gsc	117	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94778	94782	24	23	@vv40103「あ……」	@vv40103「啊……」	1020	85	1020.gsc	119	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	94806	94810	201	200	ロビンの鋭いまなざしに出会うと、いつも夕暮れの湖面のように潤んでいる@r菫色@すみれいろ@の瞳は、物悲しい@r翳@かげ@りを濃くして伏せられた。	每当与萝宾锐利的目光相遇时，卡娜莉那总是如黄昏湖面温润的紫罗兰色瞳仁里，就会深埋上一层悲伤的阴影。	1020	86	1020.gsc	120	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	95011	95015	161	160	栗色の柔らかい髪に縁取られた、百合のような白い@r顔@かんばせ@。今にも消え入りそうな風情で縮こまる華奢な肢体。	柔顺的栗色头发缘饰着如百合般白皙的脸庞。缩成一团的身体纤弱而梦幻。	1020	87	1020.gsc	121	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	95176	95180	97	96	故郷に帰る術を失った妖精のような、美しさと儚さとを宿した少女だ。	如同失去了返乡之术的精灵，寄宿着美丽与虚幻的少女。	1020	88	1020.gsc	122	exact-jp	PC JP->NS JP verified similarity=1.000000
Script/scr1020.binu8	95277	95281	96	95	@vv40104「ええ、思ってるわ。でも私だけじゃどうしても力不足で……」	@vv40104「嗯，我真的有觉得抱歉。但是我一个人实在力不从心……」	1020	89	1020.gsc	124	exact-jp	PC JP->NS JP verified similarity=1.000000
