scene	status	reason	pair_cost	ns_filtered_index	pc_filtered_index	ns_file	ns_length_offset	ns_text_offset	ns_source	ns_kind	pc_file	pc_string_index	pc_translation	pc_kind
1020	high-candidate	type+length+bidirectional-continuity	0.0000	100	101	Script/scr1020.binu8	96663	96667	@vv93110「あ、あの。私、大丈夫です。自分で探しますから」	D	1020.gsc	141	「那、那个。我没关系的。我自己来找吧」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1424	101	102	Script/scr1020.binu8	96748	96752	@vv40109「え、でも」	D	1020.gsc	143	「哎？但是」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1829	102	103	Script/scr1020.binu8	96779	96783	@vv93111「難しい捜し物だってことはわかってたんです。頼ってしまってごめんなさい、キャナリーさん」	D	1020.gsc	145	「我知道是很难找的东西。抱歉麻烦了你，卡娜莉小姐」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	103	104	Script/scr1020.binu8	96924	96928	@vv40110「謝らないで。いいのよ、頼ってくれて」	D	1020.gsc	147	「不用道歉。拜托我也没关系的」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0145	104	105	Script/scr1020.binu8	96994	96998	@vv93112「いいえ、自分で探します。それも勉強だと思うから」	D	1020.gsc	149	「不不，我自己找吧。我觉得找书也是一种学习」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1424	105	106	Script/scr1020.binu8	97082	97086	@vv40111「あ……」	D	1020.gsc	151	「啊……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1972	106	107	Script/scr1020.binu8	97110	97114	早口で依頼を撤回し、生徒は去っていく。	N	1020.gsc	152	学生迅速收回请求离开了。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1023	107	108	Script/scr1020.binu8	97172	97176	その姿を見送るキャナリーの横顔には、役に立てなかった罪悪感が滲んでいた。	N	1020.gsc	153	目送她离去的卡娜莉的侧脸，流露出无法帮上忙的内疚。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0253	108	109	Script/scr1020.binu8	97285	97289	ロビンは軽く鼻を鳴らす。	N	1020.gsc	154	萝宾轻轻哼了一声。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1829	109	110	Script/scr1020.binu8	97326	97330	@vv30105「あの子、あんたよりよっぽど物の道理がわかってるじゃないか。答えは自分で見つけるべきだ」	D	1020.gsc	156	「那孩子可是比你懂道理多了。答案就应该自己去寻找」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0033	110	111	Script/scr1020.binu8	97471	97475	@vv40112「でも……あんなに難しい問題なのに。大丈夫かしら」	D	1020.gsc	158	「但是……那么难的问题。不要紧吗」	D
1020	high-candidate	type+length+bidirectional-continuity	0.3957	111	112	Script/scr1020.binu8	97570	97574	ロビンは音高く本を閉じて、ため息をひとつついた。@nこちらへと首を戻したキャナリーの瞳を、じっと見据えて問いかける。	N	1020.gsc	159	萝宾用力合上书，叹了一口气。^n盯着转过头来的卡娜莉的眼睛问。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0500	112	113	Script/scr1020.binu8	97745	97749	@vv30106「特進生徒でも見当のつかない課題を、一般クラスの生徒に出すと思う？」	D	1020.gsc	161	「你觉得连特进生都不一定清楚的课题，会交给普通班的学生做吗？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0913	113	114	Script/scr1020.binu8	97860	97864	ロビンからすればほとんど解答に近い問いだったが、キャナリーにとっては不可解なものだったらしい。	N	1020.gsc	162	在萝宾看来如此发问与给出了答案无异，但对卡娜莉来说似乎很不可思议。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0514	114	115	Script/scr1020.binu8	98006	98010	@vv40113「確かに、通常ではありえないけど。でも、実際に出されたからこそ、あの子は私を頼ってきたのよ」	D	1020.gsc	164	「确实，通常来说是不可能的。但是，正因为被出了这样的课题，所以那孩子才会来拜托我吧」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1625	115	116	Script/scr1020.binu8	98157	98161	気もそぞろに答えると、キャナリーは身を@r翻@ひるがえ@して去っていく。先刻の生徒にもう一度声をかけるつもりなのだろう。	N	1020.gsc	165	心绪不宁地回答后，卡娜莉转身离去。大概是还想和刚才的那学生说一下吧。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	116	117	Script/scr1020.binu8	98334	98338	@vv30107「…………」	D	1020.gsc	167	「…………」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1323	117	118	Script/scr1020.binu8	98365	98369	その後ろ姿から視線を引き剥がし、開きなおした紙面へと落としながら、ロビンはハッと息を漏らす。	N	1020.gsc	168	萝宾叹了口气，将视线从卡娜莉的背影移开，落在重新打开的书本上。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1431	118	119	Script/scr1020.binu8	98508	98512	嘲笑なのかため息なのか、彼女自身にもわからない。	N	1020.gsc	169	她自己也不清楚这算嘲笑还是叹息。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2186	119	120	Script/scr1020.binu8	98585	98589	ただひとつはっきりしているのは、再び書物の世界に意識を飛ばそうとしても、もはや思うようにいかないということだ。	N	1020.gsc	170	唯一明确的是即使想要再次将意识投入到书中的世界，也已经无法如愿以偿。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1671	120	121	Script/scr1020.binu8	98755	98759	声をかけられる前はあれほどの感興を覚えていたというのに、もうその没入に戻れない。虚ろに文字の上を滑るばかりだ。	N	1020.gsc	171	在被搭话前明明还有那种因书悸动的感觉，但现在已经无法重回那种投入状态了。视线只能空洞地在文字上滑行。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1360	121	122	Script/scr1020.binu8	98925	98929	キャナリーは、見知らぬ生徒からしても声をかけやすい相手だろう。「押しに弱いお人好し」という人柄は、一般クラスの間にも知れ渡っているのだから。	N	1020.gsc	172	卡娜莉即使对陌生学生来说也是很好搭话的人。她「不善推辞的老好人」形象在普通班级里也是众所周知。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0231	122	123	Script/scr1020.binu8	99140	99144	故に、虚偽の「宿題」を盾にキャナリーの時間を奪おうとする生徒がいたとしても、驚くには値しない。	N	1020.gsc	173	因此有学生试图以虚假的「作业」作为挡箭牌来占用卡娜莉的时间也就不足为奇了。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1816	123	124	Script/scr1020.binu8	99286	99290	実際にロビンは、初めて言葉を交わす生徒相手に、精一杯の善意を発揮しようとするキャナリーを、何度も見かけた。	N	1020.gsc	174	实际上萝宾已经见过很多次卡娜莉对初次交谈的学生尽心竭力地展现善意了。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1795	124	125	Script/scr1020.binu8	99450	99454	生徒の「お願い」を扱いかねたキャナリーに助力を求められるのも、これが初めてではない。	N	1020.gsc	175	被难以处理学生「请求」的卡娜莉寻求帮助也并不是第一次。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0064	125	126	Script/scr1020.binu8	99581	99585	その際、どれだけぶっきらぼうにあしらっても、キャナリーが真の意味で臆することはなかった。必要が生じれば、必ず声をかけてくる。	N	1020.gsc	176	那种时候，不论萝宾怎样横眉冷对，卡娜莉都不会在真正的意义上退缩。有必要的话，就一定会向萝宾搭话。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1759	126	127	Script/scr1020.binu8	99772	99776	おそらく、ロビンにも自分と同じ善意があると思いこんでいるのだ。	N	1020.gsc	177	大概她深信着萝宾和自己有着同等的善意吧。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0878	127	128	Script/scr1020.binu8	99870	99874	しばしば「図書館の主」と呼ばわれるほどの知識量を、惜しげもなく赤の他人に使う人間だと──	N	1020.gsc	178	拿出与「图书馆主人」的称号相称的知识量，慷慨地为陌生人服务——	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	128	129	Script/scr1020.binu8	100007	100011	@vv30108「……はぁ」	D	1020.gsc	180	「……哈啊」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0275	129	130	Script/scr1020.binu8	100038	100042	ロビンは@r煩@わずら@わしげに頭を振ったが、読書を妨げる雑念が思考から追い出されることはなかった。	N	1020.gsc	181	萝宾不胜其烦的摇了摇头，但妨碍其读书的杂念并未从她的思考中被赶出来。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0466	130	131	Script/scr1020.binu8	100185	100189	どうでもいいことのはずなのに、今の生徒の狙いは何だったのだろうと、頭が勝手に思索してしまう。キャナリー本人が無頓着な分、かわりに考えてやっているようなものだ。	N	1020.gsc	182	明明是无关紧要的事，罗宾却不由自主地在思考刚刚学生的目的是什么。正因为卡娜莉本人好像并不在意，所以萝宾才会替她思考。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1345	131	132	Script/scr1020.binu8	100427	100431	本当に用があるか、嫌がらせで無理難題をふっかけているか、好意から長く引き留めるための話題を選んだか。	N	1020.gsc	183	是真的有事吗，还是故意找茬无理取闹呢，又或者是因为对卡娜莉的倾慕选择了能拖住对方的话题？	N
1020	review	type+length	0.7027	132	133	Script/scr1020.binu8	100582	100586	結論はたやすく出た。@n@p──３つめだろう。	N	1020.gsc	184	结论很容易得出。	N
1020	pc-only	no-ns-pair			134						1020.gsc	185	是第三点吧。	N
1020	review	type+length	0.0045	133	135	Script/scr1020.binu8	100648	100652	追いついたキャナリーに声をかけられて、嬉しそうに振り向く生徒の様子からして、間違いない。	N	1020.gsc	186	从被追上去的卡娜莉叫到后，学生高兴回过头的样子来看，毫无疑问是这样。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0488	134	136	Script/scr1020.binu8	100785	100789	と、そう判断を下したロビンの頬が、苦々しく強ばった。	N	1020.gsc	187	做出这一判断后，萝宾的表情变得痛苦而僵硬。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1005	135	137	Script/scr1020.binu8	100868	100872	紙面に落としていたはずの視線が、いつの間にかキャナリーたちを追っていることに気づいたからだ。	N	1020.gsc	188	因为她发现自己原本落在纸面上的视线，不知何时正追随着卡娜莉她们。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2601	136	138	Script/scr1020.binu8	101011	101015	@vv30109「……偽善者が」	D	1020.gsc	190	「……这些伪善者」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1614	137	139	Script/scr1020.binu8	101048	101052	ロビンはそんな呪詛を唱えることによって、胸に渦巻く黒い気持ちを「読書の時間を邪魔された苛立ち」として片づけた。	N	1020.gsc	191	萝宾念着这样的诅咒，将心中汹涌的黑色情绪归结为「读书时间被打扰的焦躁」。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0253	138	140	Script/scr1020.binu8	101218	101222	窓の色は、@r黎明@れいめい@の仄暗さから早朝の清々しい明るさへと、いよいよ光量を増しつつある。	N	1020.gsc	192	光线逐渐增加，窗户的颜色从黎明的微暗变化到了清晨的清新明亮。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1206	139	141	Script/scr1020.binu8	101359	101363	しかし寮の廊下からは、逆に活気が失せていた。	N	1020.gsc	193	不过宿舍的走廊反而失去了活力。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2003	140	142	Script/scr1020.binu8	101430	101434	先ほど目覚めた生徒たちが、小声で挨拶を交わしながら棟を去っていったところで、今は無人の静謐だけが満ちている。	N	1020.gsc	194	刚刚醒来的学生们一边小声打招呼一边离开了宿舍楼，现在只剩无人的静谧。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0743	141	143	Script/scr1020.binu8	101597	101601	@r礼讃日@らいさんび@の朝は早い。この無音は、生徒たちの勤勉を示す理想的な静寂だった。	N	1020.gsc	195	礼赞日的晨课是很早的。这种无声是体现学生们勤勉的理想寂静。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0392	142	144	Script/scr1020.binu8	101726	101730	しかし──	N	1020.gsc	196	然而──	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	143	145	Script/scr1020.binu8	101771	101775	@vv50101「パヴォーネ！」	D	1020.gsc	198	「帕沃妮！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1226	144	146	Script/scr1020.binu8	101808	101812	その理想は、少女の声とノックによって破られた。	N	1020.gsc	199	这种理想环境被少女的声音和敲门声打破了。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0198	145	147	Script/scr1020.binu8	101882	101886	彼女──マコーは、一度棟を去ったのだが、人待ち顔で寮の出入り口をうろついた後、何かに耐えかねた様子でこの廊下へ戻ってきたのだった。	N	1020.gsc	200	她──玛可虽然已经走出了宿舍，但在出入口徘徊等人了好一会儿后，还是以一副难以忍受的神情返回了这条走廊。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	146	148	Script/scr1020.binu8	102082	102086	@vv50102「ねぇ、パヴォーネ！　いるんでしょう？」	D	1020.gsc	202	「喂，帕沃妮！　你在的吧？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0488	147	149	Script/scr1020.binu8	102155	102159	拳が音高く扉を叩くたびに、焦げ茶色のおさげが揺れる。	N	1020.gsc	203	她举起拳头高声敲门，焦茶色的辫子随之摇晃。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2807	148	150	Script/scr1020.binu8	102238	102242	血色の良い頬や薄いそばかすは素朴だが、眼鏡の奥の瞳は鮮やかな青で、小麦畑の果てに突然大海原が現れたかのよう。	N	1020.gsc	204	精神饱满的脸颊和淡淡的雀斑显得很朴素，可她眼镜后面的眼眸却是鲜艳的蓝色，就像小麦田的尽头突然出现一片汪洋大海。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1206	149	151	Script/scr1020.binu8	102405	102409	いかにも真面目そうな顔つきだが、その瞳に宿る瑞々しい輝きが、堅苦しい印象を和らげている。	N	1020.gsc	205	看起来非常严肃，但那双眼眸中闪烁的光芒软化了这种刻板的印象。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	150	152	Script/scr1020.binu8	102542	102546	@vv50103「いい加減起きないと礼讃に間に合わないわ。もう寮には誰もいないの。私とあなただけ」	D	1020.gsc	207	「再不起床的话就赶不上礼赞了。宿舍里都已经没有人了。只剩我和你了」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	151	153	Script/scr1020.binu8	102678	102682	@vv50104「あと１０秒だけ待つわ。それでも起きてこなかったら、私、先に行くからね。いい？　本当にやるわよ」	D	1020.gsc	209	「我就再等你１０秒。要是还没起来的话，我就先走了哦。听到了吗？　我真的会走的哦」	D
1020	high-candidate	type+length+bidirectional-continuity	0.2231	152	154	Script/scr1020.binu8	102835	102839	マコーは表情を厳しく引き締め、精一杯無情に言い放つ。	N	1020.gsc	210	玛可绷紧表情，尽可能无情地说道。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	153	155	Script/scr1020.binu8	102918	102922	@vv50105「…………」	D	1020.gsc	212	「…………」	D
1020	high-candidate	type+length+bidirectional-continuity	0.2017	154	156	Script/scr1020.binu8	102949	102953	扉越しに気配を窺うが、反応はない。	N	1020.gsc	213	她隔着门窥探，里面没有任何动静。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0905	155	157	Script/scr1020.binu8	103005	103009	マコーの顔に浮かんだのは、呆れでも苛立ちでもなく、迷子のような心細さだった。	N	1020.gsc	214	玛可脸上浮现出的既不是惊讶也不是焦躁，而是如同迷路孩童般的不安。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1332	156	158	Script/scr1020.binu8	103124	103128	ため息をついて、実際に数えはじめるまでに、優に１０秒は経っていた。	N	1020.gsc	215	她叹了口气，在真正开始数数以前，其实就已经过了１０秒钟了。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0595	157	159	Script/scr1020.binu8	103228	103232	@vv50106「いーち、にー、さーん……」	D	1020.gsc	217	「一、二、三……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0110	158	160	Script/scr1020.binu8	103283	103287	ようやく始まったカウントも、数字と数字の間に十分な間を取っていて、緊迫感などかけらもない。	N	1020.gsc	218	即便终于开始数数，她也在数字和数字之间留了足够的空档，丝毫没有紧迫感。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	159	161	Script/scr1020.binu8	103423	103427	@vv50107「……きゅーう……。……じゅーう……」	D	1020.gsc	220	「……九……。……十……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.3056	160	162	Script/scr1020.binu8	103493	103497	しかし、その温情に溢れたカウントアップが終わって、伸ばしに伸ばした余韻すら消え失せても、扉の向こうは静まりかえっている。	N	1020.gsc	221	但是，这充满温情的数数结束，甚至连尾音也消失了，门那边还是一片寂静。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	161	163	Script/scr1020.binu8	103678	103682	@vv50108「……もしかして、いないの？　先に行っちゃったとか？」	D	1020.gsc	223	「……难道说，不在吗？　已经先走了？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0079	162	164	Script/scr1020.binu8	103783	103787	マコーは小さく@r独@ひと@りごち、思い切った様子でノブに手をかけた。そのまま扉を開く。	N	1020.gsc	224	玛可喃喃自语着，下定决心地把手伸向门把手。就这样打开了门。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	163	165	Script/scr1020.binu8	103923	103927	@vv50109「…………」	D	1020.gsc	226	「…………」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1431	164	166	Script/scr1020.binu8	103954	103958	室内を@r彷徨@さまよ@った視線が、ベッドの上に止まる。	N	1020.gsc	227	视线在室内徘徊，停在了床上。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	165	167	Script/scr1020.binu8	104035	104039	@vv50110「……え。え！？」	D	1020.gsc	229	「……欸。欸！？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.2301	166	168	Script/scr1020.binu8	104075	104079	マコーは何度もまばたきを繰り返した。	N	1020.gsc	230	玛可一遍又一遍地眨眼。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1244	167	169	Script/scr1020.binu8	104134	104138	が、人ひとり分を抱えて盛り上がった毛布の膨らみと、そのふちから@r零@こぼ@れる白金の髪が、消えてなくなることはない。	N	1020.gsc	231	但，那被一个人顶起来的被子，以及从其边缘露出的白金色的头发，并不会消失。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0406	168	170	Script/scr1020.binu8	104308	104312	@vv50111「いるの？　いるのよね？　いるんじゃない！　……パヴォーネ！」	D	1020.gsc	233	「在的吗？　你在的吧？　你这不是在这嘛！　……帕沃妮！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1431	169	171	Script/scr1020.binu8	104414	104418	声を張り上げると、ベッドの上で毛布の固まりがもぞつき、くぐもった声が聞こえた。	N	1020.gsc	234	她提高嗓门，床上那团被子蠕动着，传来含糊不清的声音。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	170	172	Script/scr1020.binu8	104556	104560	@vv70101「んー……マコー？」	D	1020.gsc	236	「嗯……玛可？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	171	173	Script/scr1020.binu8	104599	104603	@vv50112「何やってるのよ、パヴォーネ！　起きて、すぐに支度して！」	D	1020.gsc	238	「你在干什么啊帕沃妮！　快起床，赶紧准备！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0349	172	174	Script/scr1020.binu8	104721	104725	マコーは毛布を引き剥がし、弱った芋虫のように横たわる友人を叩き起こす。	N	1020.gsc	239	玛可扯开被子，把她那像虚弱毛毛虫一样躺着的友人拍醒。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2824	173	175	Script/scr1020.binu8	104842	104846	パヴォーネを洗面所へと送りだし、彼女が顔を洗っている間に、クローゼットから制服を取り出して用意する。	N	1020.gsc	240	把帕沃妮送到盥洗室，在她洗脸的时候从衣柜里拿出制服准备好。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1431	174	176	Script/scr1020.binu8	105019	105023	パヴォーネがあくび混じりに歯を磨きはじめると、マコーはブラシを持ってその髪を@r梳@と@かし、手早く結い上げた。	N	1020.gsc	241	帕沃妮打着哈欠开始刷牙的时候，玛可拿起梳子为她梳理头发，麻利地扎好。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0876	175	177	Script/scr1020.binu8	105184	105188	@vv70102「いやぁ、お手並み鮮やかだねぇ」	D	1020.gsc	243	「哎呀，你手真巧啊」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1424	176	178	Script/scr1020.binu8	105245	105249	@vv50113「いいから早く磨いて！」	D	1020.gsc	245	「差不多得了你快点刷！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	177	179	Script/scr1020.binu8	105294	105298	@vv70103「はぁ、すっきり。ありがとね、マコー。だいぶ目が覚めてきたよ」	D	1020.gsc	247	「哈啊，清爽了。谢谢你了，玛可。我大概清醒了哦」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	178	180	Script/scr1020.binu8	105400	105404	@vv70104「それじゃ行こうか」	D	1020.gsc	249	「那我们走吧」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	179	181	Script/scr1020.binu8	105443	105447	@vv50114「そのまま行かないで！　着替えないと」	D	1020.gsc	251	「别就那样去啊！　必须换衣服」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	180	182	Script/scr1020.binu8	105513	105517	@vv70105「おっと」	D	1020.gsc	253	「哎呀」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0163	181	183	Script/scr1020.binu8	105552	105556	パヴォーネは、戸口へと運びかけた足を止め、マコーが用意した制服を受け取る。	N	1020.gsc	254	帕沃妮停下了刚要送到门口的脚步，接过了玛可准备好的制服。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	182	184	Script/scr1020.binu8	105668	105672	@vv70106「道理ですうすうすると思った。……寝間着のほうが動きやすいんだけどねぇ」	D	1020.gsc	256	「难怪我觉得有点清凉。……不过穿着睡衣活动更方便呢」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0290	183	185	Script/scr1020.binu8	105811	105815	@vv50115「も……もう！　ほんと、人の目を気にしないんだから……」	D	1020.gsc	258	「真……真是的！　你真的是不在意别人的眼光啊……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0700	184	186	Script/scr1020.binu8	105908	105912	何の恥じらいもなく寝間着を脱ぎ捨てるパヴォーネに焦り、マコーは慌てて目を背けた。	N	1020.gsc	259	对着毫无羞耻之心脱掉睡衣的帕沃妮，玛可感到一阵害臊，慌忙转过视线。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0794	185	187	Script/scr1020.binu8	106033	106037	ぎゅっと目を閉じ、今目にしたものを忘れようと努める。けれど瞼の裏の暗闇には、下着に包まれた肉感的な肢体の残像が、ぼうっと浮き上がったまま消えてくれない。	N	1020.gsc	260	紧紧闭上眼睛，努力忘记刚刚所见的一切。但在眼帘背后的黑暗里，被内衣包裹着的肉感身姿的残影隐约浮现，挥之不去。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0825	186	188	Script/scr1020.binu8	106266	106270	パヴォーネは、外見だけなら誰よりも美しい少女だ。	N	1020.gsc	261	帕沃妮是一个外表比谁都要美的少女。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1480	187	189	Script/scr1020.binu8	106343	106347	とろけるような白皙の肌、繊細な光を宿す白金色の髪、鼻筋の通った完璧な造作。	N	1020.gsc	262	吹弹可破的白皙肌肤，泛着细腻光芒的白金色头发，完美无缺的高挺鼻梁。	N
1020	high-candidate	type+length+bidirectional-continuity	0.3567	188	190	Script/scr1020.binu8	106459	106463	@r臙脂@えんじ@の瞳は底の見えない色合いで、賢いような、気ままなような、人なつっこいような、謎めいた光を宿している。	N	1020.gsc	263	胭脂色的眼眸深不见底，蕴含着智慧、慵懒、友好的神秘光辉。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0323	189	191	Script/scr1020.binu8	106633	106637	黙って立っていれば神々しくも妖しくもある美貌で、実際に彼女の人となりを知らない一般クラスの生徒たちの間では、アヴェルラと並び立つ人気を誇るらしい。	N	1020.gsc	264	只是默默站着的话、有着亦仙亦妖的美貌的帕沃妮，实际上在不知道她为人的普通班的学生中，似乎有着和阿薇拉并驾齐驱的人气。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1233	190	192	Script/scr1020.binu8	106857	106861	マコーも、親しい間柄になる前は、近寄りがたい雰囲気を感じていた。きっと一方的に見とれてしまって、対等なやりとりなんて交わせないだろうと思っていたのだ。	N	1020.gsc	265	在彼此成为好朋友之前，玛可也感受到过难以接近的气氛。一定是因为单方面看得入迷了，无法进行平等的对话吧。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2624	191	193	Script/scr1020.binu8	107087	107091	しかし、今は──	N	1020.gsc	266	只不过，现在──	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	192	194	Script/scr1020.binu8	107116	107120	@vv70107「んー……？　あ、これはよくないね。先行きなよ、マコー」	D	1020.gsc	268	「嗯……？　啊，这可不太妙呢。你先走吧，玛可」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0604	193	195	Script/scr1020.binu8	107213	107217	着替えながら時計に目をやり、初めて遠慮を見せるパヴォーネに対して、マコーは明後日の方を向いたまま素っ気なく言い放つ。	N	1020.gsc	269	对于一边换衣服一边看表、第一次表现出顾虑的帕沃妮，玛可反而变了个人似的冷淡地放言道。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	194	196	Script/scr1020.binu8	107392	107396	@vv50116「あと１０秒だけ待つわ。いーち、にー……」	D	1020.gsc	271	「我再等你１０秒钟。一、二ー……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	195	197	Script/scr1020.binu8	107468	107472	@vv70108「あたしのお守りも大変だねぇ」	D	1020.gsc	273	「我的守护神也真不容易呢」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	196	198	Script/scr1020.binu8	107526	107530	@vv50117「さーん、しー……」	D	1020.gsc	275	「三、四……」	D
1020	high-candidate	type+length+bidirectional-continuity	0.3507	197	199	Script/scr1020.binu8	107569	107573	マコーはカウントを続けて、聞こえないふりをした。	N	1020.gsc	276	玛可继续数数，装作没听见。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0588	198	200	Script/scr1020.binu8	107646	107650	「本当に、大変なんてもんじゃないわ」──心の中では、そんな軽口で返しながら。	N	1020.gsc	277	「真算不上什么辛苦的事情」──她在心里用这样轻松的语气回应道。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0231	199	201	Script/scr1020.binu8	107765	107769	@vv50118「じゅう！」	D	1020.gsc	279	「十！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0471	200	202	Script/scr1020.binu8	107796	107800	@vv70109「お待たせ、支度完了」	D	1020.gsc	281	「久等了，准备完毕」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	201	203	Script/scr1020.binu8	107842	107846	@vv50119「早足で行くわよ」	D	1020.gsc	283	「要快点走了」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	202	204	Script/scr1020.binu8	107882	107886	@vv70110「はーい」	D	1020.gsc	285	「遵命」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0172	203	205	Script/scr1020.binu8	107910	107914	ふたりは足早に部屋を後にし、@r礼讃祈堂@らいさんきどう@を目指す。	N	1020.gsc	286	两人快步离开房间，朝着礼赞祈堂奔去。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1080	204	206	Script/scr1020.binu8	108009	108013	生徒たちの大半は、すでに礼讃祈堂に着いているのだろう。道すがら、誰の姿も見かけない。	N	1020.gsc	287	学生们大半都已经到了礼赞祈堂了吧。路上看不见任何人的身影。	N
1020	high-candidate	type+length+bidirectional-continuity	0.2114	205	207	Script/scr1020.binu8	108140	108144	@vv50120「なんとか、間に合いそう！」	D	1020.gsc	289	「不管怎么说，好像还能赶上！」	D
