scene	status	reason	similarity	pair_cost	ns_filtered_index	pc_filtered_index	ns_file	ns_length_offset	ns_text_offset	ns_source	ns_kind	pc_file	pc_string_index	pc_jp_source	pc_translation	pc_kind
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	93	93	Script/scr1410.binu8	98105	98109	変化は、黒い荊だけではない。	N	1410.gsc	112	変化は、黒い荊だけではない。	变化的不仅仅是黑色荆棘。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	94	94	Script/scr1410.binu8	98152	98156	覆いかぶさるようにして白く輝く荊も発生し、優雅な螺旋を中空に描いた。先刻までアルエットの手の内に宿っていた小さな蔓が変容した姿だ。	N	1410.gsc	113	覆いかぶさるようにして白く輝く荊も発生し、優雅な螺旋を中空に描いた。先刻までアルエットの手の内に宿っていた小さな蔓が変容した姿だ。	白灿灿的荆棘仿佛要覆盖其上增殖生长，在空中描绘出优雅的螺旋。这是直到刚才为止还栖息在阿尔艾特手心的小藤蔓变了姿态的样子。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	95	95	Script/scr1410.binu8	98392	98396	あたりがエメラルド色の閃光に包まれ、鎖が意志あるもののように跳ね上がった。	N	1410.gsc	114	あたりがエメラルド色の閃光に包まれ、鎖が意志あるもののように跳ね上がった。	四周被翡翠色的闪光所包围，锁链就像有自我意志般跳起。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	96	96	Script/scr1410.binu8	98508	98512	無数の黒荊と白荊を引き連れながら、前方に向けて身を躍らせる。	N	1410.gsc	115	無数の黒荊と白荊を引き連れながら、前方に向けて身を躍らせる。	带着无数的黑色与白色荆棘，向前跃进。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	97	97	Script/scr1410.binu8	98603	98607	「クレマチスの乙女」の蔓たちはそれを迎え打とうとしたが、鎖の周囲の白黒の荊がそれを許さない。	N	1410.gsc	116	「クレマチスの乙女」の蔓たちはそれを迎え打とうとしたが、鎖の周囲の白黒の荊がそれを許さない。	「铁线莲少女」的藤蔓试图拦截锁链，但其周围的黑白荆棘并不允许。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	98	98	Script/scr1410.binu8	98746	98750	黒い荊は断ち切り、白い荊は枯らす。ルクが単独で戦っていた時は優位に立っていた蔓が、あっけなく滅ぼされていく。	N	1410.gsc	117	黒い荊は断ち切り、白い荊は枯らす。ルクが単独で戦っていた時は優位に立っていた蔓が、あっけなく滅ぼされていく。	黑色荆棘将其斩断，白色荆棘让其枯萎。在与露珂单独战斗时还处于优势地位的藤蔓，被轻易摧毁。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	99	99	Script/scr1410.binu8	98924	98928	鞭の鎖は、その間隙を縫って一直線に宙を駆ける。先端の錘が、狙い@r過@あやま@たずレンの胸に突き刺さった。	N	1410.gsc	118	鞭の鎖は、その間隙を縫って一直線に宙を駆ける。先端の錘が、狙い|過[あやま]たずレンの胸に突き刺さった。	链鞭穿过空隙径直在空中飞行。前端的锤头准确无误地插进莲的胸膛。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	100	100	Script/scr1410.binu8	99080	99084	@vv92603『いやあああああああああ！』	D	1410.gsc	120	『いやあああああああああ！』	『不啊啊啊啊啊啊啊啊啊啊！』	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	101	101	Script/scr1410.binu8	99135	99139	レンの口から凄まじい絶叫が響き渡る。	N	1410.gsc	121	レンの口から凄まじい絶叫が響き渡る。	莲的口中发出凄厉的尖叫声。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	102	102	Script/scr1410.binu8	99205	99209	目が眩むほどの光が、鎖を伝って「クレマチスの乙女」の体躯に吸収されていく。	N	1410.gsc	122	目が眩むほどの光が、鎖を伝って「クレマチスの乙女」の体躯に吸収されていく。	令人目眩的光芒通过锁链被「铁线莲少女」的躯体所吸收。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	103	103	Script/scr1410.binu8	99332	99336	無数のクレマチスが色褪せたかと思うと、次の瞬間には一斉に散った。	N	1410.gsc	123	無数のクレマチスが色褪せたかと思うと、次の瞬間には一斉に散った。	无数的铁线莲褪色殆尽，下一个瞬间便一齐散落。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	104	104	Script/scr1410.binu8	99433	99437	花たちを擁していた蔦も、一気に炭化のような黒へと染めあがり、粉微塵に崩れていく	N	1410.gsc	124	花たちを擁していた蔦も、一気に炭化のような黒へと染めあがり、粉微塵に崩れていく	原本簇拥着花朵的藤蔓也尽染碳黑，化为齑粉。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	105	105	Script/scr1410.binu8	99555	99559	@vv11110「……！？　これは……どうして」	D	1410.gsc	126	「……！？　これは……どうして」	「……！？　这是……为什么」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	106	106	Script/scr1410.binu8	99616	99620	ルクの呟きが耳に入った。	N	1410.gsc	127	ルクの呟きが耳に入った。	露珂的呢喃传入耳朵。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	107	107	Script/scr1410.binu8	99657	99661	何か意外なことでも起きているのだろうか。アルエットからすれば、本来起こるはずのことすら見当がつかないが。	N	1410.gsc	128	何か意外なことでも起きているのだろうか。アルエットからすれば、本来起こるはずのことすら見当がつかないが。	难道出现了什么意外吗。对阿尔艾特来说，她甚至连本应发生什么都不知道。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	108	108	Script/scr1410.binu8	99818	99822	光が次第に弱まり、「クレマチスの乙女」の蔓が黒い雪のように降りしきる中──	N	1410.gsc	129	光が次第に弱まり、「クレマチスの乙女」の蔓が黒い雪のように降りしきる中──	光芒逐渐减弱，「铁线莲少女」的藤蔓像黑色的雪一样悠悠飘落──	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	109	109	Script/scr1410.binu8	99934	99938	背後からレンを抱きしめていたロネットが、レンに@r凭@もた@れるように@r頽@くずお@れた。	N	1410.gsc	130	背後からレンを抱きしめていたロネットが、レンに|凭[もた]れるように|頽[くずお]れた。	从背后抱着莲的萝涅特，耷拉颓倒到莲身上。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	110	110	Script/scr1410.binu8	100061	100065	それまでクレマチスや蔓に隠されていたが、彼女の顔は蒼白だった。力の入らない仕草からしても、生命あるものとは思えない。	N	1410.gsc	131	それまでクレマチスや蔓に隠されていたが、彼女の顔は蒼白だった。力の入らない仕草からしても、生命あるものとは思えない。	她那苍白的脸色在此之前一直被铁线莲的藤蔓所遮掩。从那无力的姿态来看，已是一具尸体。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	111	111	Script/scr1410.binu8	100240	100244	昨晩も今晩も、ロネットは一言も発さぬまま、レンをただ抱きしめていた。──いや、クレマチスの蔓によって、そのような姿勢に縛られていたのだ。	N	1410.gsc	132	昨晩も今晩も、ロネットは一言も発さぬまま、レンをただ抱きしめていた。──いや、クレマチスの蔓によって、そのような姿勢に縛られていたのだ。	昨晚和今晚，萝涅特都一语不发，仅仅只是把莲抱在怀里。──不，她是被铁线莲的藤蔓束缚成了这样的姿势。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	112	112	Script/scr1410.binu8	100449	100453	急な重みに振り返ったレンは、ロネットに気づいて目を瞠った。	N	1410.gsc	133	急な重みに振り返ったレンは、ロネットに気づいて目を瞠った。	因突如其来的重量而回头的莲，在看到了萝涅特后瞪大了眼睛。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	113	113	Script/scr1410.binu8	100541	100545	@vv92604『あ……あ……こ、ここにあった、あった、私の』	D	1410.gsc	135	『あ……あ……こ、ここにあった、あった、私の』	『啊……啊……在这，这里，你在这里，我的』	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	114	114	Script/scr1410.binu8	100623	100627	涙に濡れた頬を綻ばせて、無邪気に笑う。	N	1410.gsc	136	涙に濡れた頬を綻ばせて、無邪気に笑う。	被泪水濡湿的脸颊绽放出天真无邪的笑容。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	115	115	Script/scr1410.binu8	100685	100689	暗闇の中を探りつづけ、やっと愛する人と再会できた喜びが、虚ろな瞳に輝いていた。	N	1410.gsc	137	暗闇の中を探りつづけ、やっと愛する人と再会できた喜びが、虚ろな瞳に輝いていた。	不断在黑暗中探求、终于和爱人重逢的喜悦，闪烁在她空洞的眼眸中。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	116	116	Script/scr1410.binu8	100807	100811	@vv92605『私の罪と、愛と、あなた……すべて……』	D	1410.gsc	139	『私の罪と、愛と、あなた……すべて……』	『我的罪孽、爱情、你……一切……』	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	117	117	Script/scr1410.binu8	100880	100884	アルエットは欠片から聞こえた「声」を思い出す。	N	1410.gsc	140	アルエットは欠片から聞こえた「声」を思い出す。	阿尔艾特想起了从碎片中听到的「声音」。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	118	118	Script/scr1410.binu8	100954	100958	@vv92505『背を向けて去っていくあなたに、縋ろうとした。まさかその弾みに、あなたが足を滑らせて──これまでになく遠いところに行ってしまうなんて』	D	1410.gsc	141	『背を向けて去っていくあなたに、縋ろうとした。まさかその弾みに、あなたが足を滑らせて──これまでになく遠いところに行ってしまうなんて』	『我想紧抱住背身而去的你。却没想到那一瞬间，你失足滑倒──去了前所未有的远方』	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	119	119	Script/scr1410.binu8	101168	101172	想いの非対称性に苦しんでいたレンは、ロネットを弾みで殺してしまったらしい。	N	1410.gsc	142	想いの非対称性に苦しんでいたレンは、ロネットを弾みで殺してしまったらしい。	苦于感情不对等的莲，似乎在突发状况下杀死了萝涅特。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	120	120	Script/scr1410.binu8	101284	101288	それ故に彼女は狂い、その狂気こそが悪しき種を発芽させる最後のきっかけとなったようだ。	N	1410.gsc	143	それ故に彼女は狂い、その狂気こそが悪しき種を発芽させる最後のきっかけとなったようだ。	这让她发狂，而这疯狂大抵就是让罪恶之种发芽的最后契机。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	121	121	Script/scr1410.binu8	101415	101419	ロネットの死骸を抱擁の形に戒めながらも、彼女の存在を見失って彷徨したのは、殺害の事実から逃避していたためなのだろう。	N	1410.gsc	144	ロネットの死骸を抱擁の形に戒めながらも、彼女の存在を見失って彷徨したのは、殺害の事実から逃避していたためなのだろう。	将萝涅特的尸体固定成拥抱的姿势，又迷失了她的存在而彷徨，是为了逃避杀害的事实吧。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	122	122	Script/scr1410.binu8	101594	101598	欲望のままの矛盾した振る舞い──それが「歪んだ花嫁」によって促されたものだ、というのは、噂話に囚われた解釈だろうか。	N	1410.gsc	145	欲望のままの矛盾した振る舞い──それが「歪んだ花嫁」によって促されたものだ、というのは、噂話に囚われた解釈だろうか。	在欲望支配下做出矛盾的行为──这是被「扭曲的新娘」诱导的，传言是这么解释的吧。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	123	123	Script/scr1410.binu8	101773	101777	@vv92606『これでずうっと一緒よ。愛しているわ、ロネット』	D	1410.gsc	147	『これでずうっと一緒よ。愛しているわ、ロネット』	『从此我们会永远在一起哦。我爱你，萝涅特』	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	124	124	Script/scr1410.binu8	101880	101884	かろうじてその身を支えていた最後の蔓が滅び、ふたつの身体が階段の上に崩れ落ちる。	N	1410.gsc	148	かろうじてその身を支えていた最後の蔓が滅び、ふたつの身体が階段の上に崩れ落ちる。	勉强支撑着身体的最后一根藤蔓消失了，两人的身体摔落到阶梯上。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	125	125	Script/scr1410.binu8	102005	102009	皮膚のあちこちが裂け、蔓の残骸が歪な形に伸びている。アルエットはその痛々しさに息を呑んだ。	N	1410.gsc	149	皮膚のあちこちが裂け、蔓の残骸が歪な形に伸びている。アルエットはその痛々しさに息を呑んだ。	皮肤处处裂开，藤蔓的残骸呈扭曲状延伸。阿尔艾特为那种痛苦而倒吸一口凉气。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	126	126	Script/scr1410.binu8	102229	102233	そんな彼女の隣で、ルクが歩み出ると、横たわるレンに向けて鞭を一打ちした。	N	1410.gsc	150	そんな彼女の隣で、ルクが歩み出ると、横たわるレンに向けて鞭を一打ちした。	从那样的她身旁，露珂走了出去，朝横躺的莲挥下一鞭。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	127	127	Script/scr1410.binu8	102353	102357	黒い鎖が渦巻きながら舞い、レンの身体を戒める。ルクが鞭の柄を引くと、柄から伸びていた鞭が千切れ、拘束だけがそこに残された。	N	1410.gsc	151	黒い鎖が渦巻きながら舞い、レンの身体を戒める。ルクが鞭の柄を引くと、柄から伸びていた鞭が千切れ、拘束だけがそこに残された。	黑色的锁链盘旋飞舞，禁锢莲的身体。露珂将鞭柄抽出，从鞭柄伸出的鞭身便破碎了，只剩下了束缚住莲身体的部分。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	128	128	Script/scr1410.binu8	102541	102545	@vv03310「ルク、ふたりは──」	D	1410.gsc	153	「ルク、ふたりは──」	「露珂，她们两──」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	129	129	Script/scr1410.binu8	102587	102591	ロネットの命はレンによって失われたが、レンはどうなのだろう。今、ルクとアルエットは、彼女の命を奪ってしまったのか。	N	1410.gsc	154	ロネットの命はレンによって失われたが、レンはどうなのだろう。今、ルクとアルエットは、彼女の命を奪ってしまったのか。	虽然萝涅特的生命被莲夺走了，那莲又会怎么样呢。刚刚，阿尔艾特和露珂夺走了她的生命吗。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	130	130	Script/scr1410.binu8	102763	102767	一蹴されるだろうと予感しつつも、問いかけずにはいられなかった。──しかし。	N	1410.gsc	155	一蹴されるだろうと予感しつつも、問いかけずにはいられなかった。──しかし。	尽管预感会遭到拒绝，但还是忍不住想开口询问。──然而。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	131	131	Script/scr1410.binu8	102890	102894	その問いが形になることはなかった。息を呑むと同時に、口の端からも脳裏からもかき消えた。	N	1410.gsc	156	その問いが形になることはなかった。息を呑むと同時に、口の端からも脳裏からもかき消えた。	口中疑问未能成型。在屏住呼吸的同时，问题从嘴角和脑海中消失了。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	132	132	Script/scr1410.binu8	103024	103028	アルエットは呆然と目を瞠り、乱れた息遣いと、他者のぬくもりとを感じていた。	N	1410.gsc	157	アルエットは呆然と目を瞠り、乱れた息遣いと、他者のぬくもりとを感じていた。	阿尔艾特呆然地睁大眼睛，呼吸紊乱，感觉到了他人身体的温暖。	N
1410	pc-only	no-ns-pair				133						1410.gsc	158	──抱きしめられている。^n	──被紧抱着。^n	N
1410	review-jp	japanese-similarity>=0.62	0.714286	0.857143	133	134	Script/scr1410.binu8	103140	103144	──抱きしめられている。@n@p──@r縋@すが@るように、痛いくらいに。	N	1410.gsc	159	──|縋[すが]るように、痛いくらいに。	──想要依靠般，有些疼的力度。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	134	135	Script/scr1410.binu8	103240	103244	今にも折れそうな痩身が、凍えたように震えている。背に回ってきつく食いこむ腕も、かろうじて自身を支えた脚も。	N	1410.gsc	160	今にも折れそうな痩身が、凍えたように震えている。背に回ってきつく食いこむ腕も、かろうじて自身を支えた脚も。	对方的瘦弱身躯眼看就要折断，无论是绕到背上紧紧抱住的双臂，还是勉强支撑着自身的双腿，都受冻般瑟瑟发抖。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	135	136	Script/scr1410.binu8	103404	103408	@vv03311「ルク……？」	D	1410.gsc	162	「ルク……？」	「露珂……？」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	136	137	Script/scr1410.binu8	103438	103442	@vv11111「……やっと、守れた」	D	1410.gsc	164	「……やっと、守れた」	「……终于，守护住了」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	137	138	Script/scr1410.binu8	103484	103488	声は、いつもの気丈な張りをわずかに失っていた。	N	1410.gsc	165	声は、いつもの気丈な張りをわずかに失っていた。	她的声音相较平时少了些刚强。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	138	139	Script/scr1410.binu8	103558	103562	日頃の彼女を思えば「らしくない」はずなのに、アルエットは確信した──これが「本当のルク」なのだと。	N	1410.gsc	166	日頃の彼女を思えば「らしくない」はずなのに、アルエットは確信した──これが「本当のルク」なのだと。	想想平时的她应该就会觉得「不像」，但阿尔艾特却确信──这才是「真正的露珂」。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	139	140	Script/scr1410.binu8	103710	103714	アルエットは腕をルクの背にまわした。	N	1410.gsc	167	アルエットは腕をルクの背にまわした。	阿尔艾特将手臂环绕住露珂的背。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	140	141	Script/scr1410.binu8	103769	103773	ルクはビクリと身を震わせたが、ぬくもりを分け与えるように撫でるうちに、全身の強張りを徐々に緩めた。	N	1410.gsc	168	ルクはビクリと身を震わせたが、ぬくもりを分け与えるように撫でるうちに、全身の強張りを徐々に緩めた。	露珂浑身颤抖，在阿尔艾特仿佛要分享温暖般的抚摸下，逐渐放松了绷紧的身体。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	141	142	Script/scr1410.binu8	103921	103925	@vv03312「そうね。あなたが私を守ってくれたの。昨晩も、今夜も。本当にありがとう、ルク」	D	1410.gsc	170	「そうね。あなたが私を守ってくれたの。昨晩も、今夜も。本当にありがとう、ルク」	「是呢。是你守护了我。不论是昨晚，还是今晚。真的非常感谢你，露珂」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	142	143	Script/scr1410.binu8	104051	104055	@vv03313「いいえ、守られたのは、この学園にいる生徒、全員ね。あなたはいつもこんなことをしていたの？　自分の身を危険にさらして……」	D	1410.gsc	172	「いいえ、守られたのは、この学園にいる生徒、全員ね。あなたはいつもこんなことをしていたの？　自分の身を危険にさらして……」	「不对，被守护的，是这个学园里的全部学生呢。你总是做这样的事吗？　将自己置于危险中……」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	143	144	Script/scr1410.binu8	104247	104251	@vv11112「…………」	D	1410.gsc	174	「…………」	「…………」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	144	145	Script/scr1410.binu8	104278	104282	@vv03314「私ね。あなたを守るために、ここに来たような気がするの。馬鹿馬鹿しいと思うでしょうけど……」	D	1410.gsc	176	「私ね。あなたを守るために、ここに来たような気がするの。馬鹿馬鹿しいと思うでしょうけど……」	「我呀。我觉得我是为了守护你，才到这里来的。虽然听起来一定很荒谬吧……」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	145	146	Script/scr1410.binu8	104429	104433	まるで手負いの獣を手当てしているような心境で、アルエットは告げる。	N	1410.gsc	177	まるで手負いの獣を手当てしているような心境で、アルエットは告げる。	阿尔艾特就像是在治疗一只受伤的野兽，告解着自己的心境。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	146	147	Script/scr1410.binu8	104533	104537	ルクは何も言わず、ただ苦しげな呼気を響かせていたが──	N	1410.gsc	178	ルクは何も言わず、ただ苦しげな呼気を響かせていたが──	露珂什么也没说，只是发出痛苦的呼气。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	147	148	Script/scr1410.binu8	104619	104623	@vv11113「……夢」	D	1410.gsc	180	「……夢」	「……梦」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	148	149	Script/scr1410.binu8	104647	104651	やがて、ぽつりと呟いた。	N	1410.gsc	181	やがて、ぽつりと呟いた。	过了一会儿，她喃喃道。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	149	150	Script/scr1410.binu8	104688	104692	@vv03315「え？」	D	1410.gsc	183	「え？」	「诶？」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	150	151	Script/scr1410.binu8	104731	104735	ルクは身を離し、真正面からアルエットを見据える。	N	1410.gsc	184	ルクは身を離し、真正面からアルエットを見据える。	露珂松开身子，从正面凝视着阿尔艾特。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	151	152	Script/scr1410.binu8	104808	104812	僅かな青みを帯び、底まで澄んだ瞳。そこに映る自らを見て、アルエットは永遠に溶けない氷に閉じこめられたような心地になった。	N	1410.gsc	185	僅かな青みを帯び、底まで澄んだ瞳。そこに映る自らを見て、アルエットは永遠に溶けない氷に閉じこめられたような心地になった。	略带蓝色、清澈见底的眼眸。阿尔艾特望着其中映照出的自己，感觉被关进了永不融化的冰块中。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	152	153	Script/scr1410.binu8	104993	104997	@vv11114「これは夢よ。ありふれた、悪夢らしい悪夢のひとつ」	D	1410.gsc	187	「これは夢よ。ありふれた、悪夢らしい悪夢のひとつ」	「这是梦哦。一个常见的、普通的噩梦」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	153	154	Script/scr1410.binu8	105081	105085	@vv03316「あ」	D	1410.gsc	189	「あ」	「啊」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	154	155	Script/scr1410.binu8	105103	105107	暗示めいた台詞を口にしながら、ルクの手が動いた。	N	1410.gsc	190	暗示めいた台詞を口にしながら、ルクの手が動いた。	在说出这句暗示性的台词的同时，露珂的手移动了起来。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	155	156	Script/scr1410.binu8	105180	105184	服越しに、微かな官能をいたるところに残しながら、アルエットの身体を這いのぼる。背筋を辿り、肩へ、首へ、頭の付け根へ。	N	1410.gsc	191	服越しに、微かな官能をいたるところに残しながら、アルエットの身体を這いのぼる。背筋を辿り、肩へ、首へ、頭の付け根へ。	隔着衣服，爬上阿尔艾特的身体，残留下微弱的触感。沿着背部，划过肩膀，拂过脖颈，直到头顶。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	156	157	Script/scr1410.binu8	105359	105363	@vv11115「もうじき目覚めの時がきて、すべてなかったことになる。……何ひとつ、憶えていなくていい」	D	1410.gsc	193	「もうじき目覚めの時がきて、すべてなかったことになる。……何ひとつ、憶えていなくていい」	「很快就会醒来，一切都不复存在。……你不用记得任何事」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	157	158	Script/scr1410.binu8	105504	105508	@vv03317「夢……」	D	1410.gsc	195	「夢……」	「梦……」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	158	159	Script/scr1410.binu8	105532	105536	夢なのかもしれない──僅かな哀しみとともに、アルエットは思う。	N	1410.gsc	196	夢なのかもしれない──僅かな哀しみとともに、アルエットは思う。	也许是一场梦吧──伴着些许悲哀，阿尔艾特想。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	159	160	Script/scr1410.binu8	105630	105634	すでに夢ではないという証拠が積み重なり、一度確信に至ったことさえあるのに、催眠術めいて囁かれる声には、やはりアルエットの思考を無理やり曲げさせるような力があった。	N	1410.gsc	197	すでに夢ではないという証拠が積み重なり、一度確信に至ったことさえあるのに、催眠術めいて囁かれる声には、やはりアルエットの思考を無理やり曲げさせるような力があった。	虽然已经有许多证据证明这不是梦，甚至一度确信这就是现实，但那催眠般的低语仍然具有着强行扭曲阿尔艾特思想的力量。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	160	161	Script/scr1410.binu8	105878	105882	頭の中に霞が紛れこんだかのように、思考や感覚といったものがぼやけてきた。	N	1410.gsc	198	頭の中に霞が紛れこんだかのように、思考や感覚といったものがぼやけてきた。	脑中好像混进了一层迷雾，思绪和感觉都变得模糊起来。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	161	162	Script/scr1410.binu8	105991	105995	その不明瞭な視界がエメラルド色に輝く。周囲に光の粒子がゆっくりと舞っている。	N	1410.gsc	199	その不明瞭な視界がエメラルド色に輝く。周囲に光の粒子がゆっくりと舞っている。	那模糊的视野里闪耀着翠色。周围的光粒子悠悠飞舞。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	162	163	Script/scr1410.binu8	106110	106114	その光景に、アルエットは「夢」の終わりを感じた。	N	1410.gsc	200	その光景に、アルエットは「夢」の終わりを感じた。	在这般光景里，阿尔艾特感觉到了「梦」的结束。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	163	164	Script/scr1410.binu8	106187	106191	交わした言葉も、共闘した手ごたえも、この抱擁のぬくもりも──すべてが分解され、散り散りに消えてしまうのだろう。	N	1410.gsc	201	交わした言葉も、共闘した手ごたえも、この抱擁のぬくもりも──すべてが分解され、散り散りに消えてしまうのだろう。	说过的话语、共同战斗的感觉、这拥抱的温暖──都会被分解掉，消散得无影无踪吧。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	164	165	Script/scr1410.binu8	106368	106372	──遠くで時計塔の鐘が鳴っている。	N	1410.gsc	202	──遠くで時計塔の鐘が鳴っている。	──远处时钟塔的钟声响起。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	165	166	Script/scr1410.binu8	106424	106428	やはり泣き叫んでいるようだと、ほとんど融解したような意識でアルエットは思う。	N	1410.gsc	203	やはり泣き叫んでいるようだと、ほとんど融解したような意識でアルエットは思う。	阿尔艾特几乎融化了的意识想到，果然像是在哭喊着。	N
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	166	167	Script/scr1410.binu8	106543	106547	@vv03318「……あなたが……望むなら……」	D	1410.gsc	205	「……あなたが……望むなら……」	「……如果是……你所期望的话……」	D
1410	exact-jp	normalized-japanese-exact	1.000000	0.000000	167	168	Script/scr1410.binu8	106604	106608	ゆるゆると喪神の闇に落ちながら、アルエットはかろうじてその一言を残した。	N	1410.gsc	206	ゆるゆると喪神の闇に落ちながら、アルエットはかろうじてその一言を残した。	缓缓坠入失神的黑暗中的阿尔艾特，勉强留下这句话。	N
1420	exact-jp	normalized-japanese-exact	1.000000	0.000000	0	0	Script/scr1420.binu8	63702	63706	@vv41501「アルエット、アルエット。起きて」	D	1420.gsc	1	「アルエット、アルエット。起きて」	「阿尔艾特、阿尔艾特。快起来」	D
1420	exact-jp	normalized-japanese-exact	1.000000	0.000000	1	1	Script/scr1420.binu8	63797	63801	@vv03401「ん……う……」	D	1420.gsc	3	「ん……う……」	「嗯……唔……」	D
1420	exact-jp	normalized-japanese-exact	1.000000	0.000000	2	2	Script/scr1420.binu8	63834	63838	@vv03402「──！」	D	1420.gsc	5	「──！」	「──！」	D
1420	exact-jp	normalized-japanese-exact	1.000000	0.000000	3	3	Script/scr1420.binu8	63862	63866	聞きなれた声とドアを叩く音が、アルエットを眠りから呼び覚ます。	N	1420.gsc	6	聞きなれた声とドアを叩く音が、アルエットを眠りから呼び覚ます。	熟悉的声音和敲门声将阿尔艾特从睡梦中唤醒。	N
1420	exact-jp	normalized-japanese-exact	1.000000	0.000000	4	4	Script/scr1420.binu8	63960	63964	重い眠気と戦いながら身を起こし、キャナリーが呼びかけているのだと把握する。彼女にしては珍しく、ノックに遠慮がなく、執拗だ。	N	1420.gsc	7	重い眠気と戦いながら身を起こし、キャナリーが呼びかけているのだと把握する。彼女にしては珍しく、ノックに遠慮がなく、執拗だ。	她和沉重的睡意做着斗争，坐起身，知道了是卡娜莉在呼唤她。但卡娜莉很少这样急促又执拗地敲门。	N
